rsi,bb_up,bb_down,ma100,ma50,VA,VN
1580254890.61807942,0.97305367,0.97261133,0.97269025,0.97297248,2,1
1580255197.5328548,0.97306406,0.97261194,0.9726952,0.97297121,1,1
1580255503.07120776,0.97309784,0.97260316,0.97270262,0.97297508,1,2
1580255798.05344939,0.97310826,0.97260174,0.97270811,0.97297527,2,2
1580256098.5361855,0.97311713,0.97259987,0.9727137,0.97297585,2,2
1580256391.27243805,0.97311595,0.97259905,0.97271659,0.97297131,2,2
1580256989.86010122,0.97310714,0.97259286,0.97272085,0.97296007,0,1
1580257587.91092014,0.97310556,0.97258944,0.97272473,0.97294926,0,2
1580257889.67172527,0.97310066,0.97258634,0.97272661,0.9729442,2,2
1580258473.01925373,0.97313396,0.97248404,0.97271577,0.97290621,0,1
1580258779.73559284,0.97314357,0.97245943,0.97271229,0.97289185,1,1
1580259091.01588321,0.97314363,0.97245837,0.97271205,0.97288433,1,1
1580259390.4426918,0.97314253,0.97246347,0.97271161,0.97287671,1,1
1580259693.87977934,0.97314152,0.97246048,0.97271217,0.97287134,1,1
1580259997.87585711,0.97314041,0.97245959,0.97271391,0.97286855,1,2
1580260297.08231115,0.97313941,0.97245859,0.97271542,0.97286547,2,2
1580260884.37182045,0.97310097,0.97243003,0.97271089,0.97284505,0,1
1580261492.66255856,0.97302786,0.97244114,0.97271027,0.97283352,0,1
1580261806.3896451,0.97301405,0.97244795,0.97271423,0.97283652,1,2
1580262106.92078376,0.97299915,0.97245585,0.9727183,0.9728398,2,2
1580262404.98305845,0.97300558,0.97245342,0.9727219,0.97284216,2,1
1580262706.91054916,0.97302223,0.97244777,0.97272602,0.9728456,1,2
1580263003.59828234,0.97303191,0.97244509,0.97272946,0.97284773,2,2
1580263296.3615334,0.97303075,0.97244525,0.97273145,0.97284704,2,1
1580263617.24571848,0.97312213,0.97239687,0.97274133,0.97286206,1,2
1580263902.75668073,0.97315074,0.97238926,0.97274704,0.97286864,2,2
1580264802.60599327,0.97317761,0.97252639,0.97276333,0.97288652,0,2
1580265098.40775847,0.97318833,0.97254367,0.97276762,0.97289018,2,2
1580265383.23178601,0.97318607,0.97255093,0.97276707,0.97288429,2,1
1580265694.28260088,0.97318942,0.97256458,0.9727699,0.9728853,1,1
1580265999.14120531,0.97320171,0.97257229,0.97277446,0.9728898,1,2
1580266299.14120531,0.97321258,0.97258242,0.97277892,0.97289412,2,1
1580266603.07781625,0.97321309,0.97262891,0.97278469,0.97290102,1,2
1580266896.42357516,0.9731929,0.9726871,0.97278856,0.97290411,2,1
1580267196.42357516,0.9731802,0.9727288,0.97279235,0.97290709,1,2
1580267490.5278213,0.97315989,0.97276911,0.97279448,0.97290681,2,1
1580267797.82974839,0.97316331,0.97277469,0.97279855,0.97291047,1,1
1580268114.84797859,0.97325457,0.97272943,0.97281006,0.97292888,1,1
1580268420.28298855,0.97339258,0.97266042,0.97282551,0.97295481,1,2
1580268717.35250139,0.97348542,0.97262958,0.97283985,0.97297815,2,2
1580269008.9336009,0.97353466,0.97263334,0.97285154,0.97299587,2,1
1580269313.52443433,0.97360262,0.97263938,0.97286577,0.97301838,1,1
1580269618.37658596,0.97370018,0.97259382,0.97288328,0.97304707,1,1
1580269920.69558597,0.9738168,0.9725592,0.97290242,0.97307856,1,1
1580270223.6030221,0.97395001,0.97252199,0.97292395,0.9731143,1,2
1580270513.19720292,0.97402981,0.97252419,0.97294209,0.97314276,2,2
1580270813.19720292,0.97409939,0.97253561,0.97295987,0.9731701,2,1
1580271113.86202383,0.97416131,0.97256169,0.9729777,0.97319716,1,2
1580271405.63141799,0.97417517,0.97264883,0.97299299,0.97321884,2,1
1580271713.37932682,0.97422677,0.97270223,0.97301214,0.9732479,1,2
1580272305.40771461,0.97427164,0.97282536,0.9730446,0.97329343,0,2
1580272599.980618,0.97427678,0.97288922,0.97305877,0.97331173,2,2
1580272899.29342198,0.97426045,0.97298255,0.97307246,0.97332892,2,2
1580273199.29342198,0.97422861,0.97309139,0.97308587,0.97334543,2,1
1580273508.19409132,0.97416887,0.97325213,0.97310219,0.97336757,1,2
1580273804.7901876,0.97408058,0.97342742,0.9731174,0.97338727,2,2
1580274096.90090013,0.97405137,0.97349563,0.97313032,0.97340228,2,1
1580274401.2681365,0.97405196,0.97352004,0.97314437,0.97341945,1,1
1580274703.09677315,0.97404692,0.97355708,0.97315874,0.97343712,1,1
1580275016.08688998,0.97406787,0.97360913,0.97317857,0.97346546,1,2
1580275312.70129561,0.97409187,0.97364013,0.97319721,0.97349113,2,2
1580275610.93305326,0.97412444,0.97364256,0.97321509,0.97351501,2,1
1580275911.8635757,0.97415831,0.97363569,0.97323301,0.97353873,1,1
1580276213.32046151,0.97418625,0.97362375,0.97325116,0.97356271,1,2
1580276511.04101324,0.97421537,0.97362363,0.97326857,0.97358495,2,2
1580276811.63956952,0.97424288,0.97362612,0.97328582,0.97360672,2,1
1580277112.2874794,0.97426906,0.97362894,0.97330294,0.97362802,1,2
1580277410.78322887,0.97428519,0.97365181,0.97331951,0.9736481,2,2
1580277707.62952924,0.97429994,0.97365306,0.97333536,0.97366661,2,1
1580278021.04440546,0.97435479,0.97364821,0.97335526,0.97369301,1,2
1580278319.61816192,0.97439853,0.97365347,0.97337456,0.97371799,2,2
1580278607.68200874,0.9744126,0.9736874,0.9733917,0.97373847,2,2
1580278905.26439762,0.97441563,0.97373137,0.9734081,0.97375735,2,2
1580279200.4431088,0.97440571,0.97378429,0.97342338,0.97377392,2,1
1580279504.78311729,0.97441484,0.97380716,0.97343936,0.97379181,1,2
1580280095.64420319,0.97437478,0.97391122,0.97346683,0.9738186,0,2
1580280393.44294715,0.97434339,0.97397161,0.97347997,0.97383081,2,2
1580280684.66762948,0.97430916,0.97402284,0.97349106,0.97383901,2,1
1580280984.66762948,0.97431336,0.97400664,0.97350193,0.9738469,1,2
1580281278.61927724,0.97432627,0.97397873,0.97351119,0.97385172,2,1
1580281586.81976819,0.97432954,0.97396846,0.97352147,0.97385871,1,2
1580281881.52482462,0.974338,0.973945,0.97353035,0.97386308,2,2
1580282179.86186695,0.97434488,0.97391812,0.97353866,0.97386649,2,1
1580282501.90038753,0.97434674,0.97391926,0.97355096,0.973878,1,2
1580282794.46834183,0.97434494,0.97391506,0.97356144,0.97388592,2,1
1580283099.30856109,0.9743443,0.9739147,0.9735729,0.97389588,1,2
1580283393.83046508,0.9743423,0.9739107,0.97358294,0.9739031,2,2
1580283984.5341444,0.97431568,0.97388032,0.97359714,0.97390633,0,2
1580284579.84736633,0.97426858,0.97384742,0.97360842,0.97390468,0,2
1580284873.24105191,0.97426714,0.97380386,0.97361162,0.9738994,2,1
1580285474.55003452,0.97423958,0.97374642,0.97361822,0.97389022,0,1
1580285777.65663242,0.97422832,0.97372468,0.97362182,0.97388668,1,2
1580286080.83526397,0.97420739,0.97371261,0.97362575,0.97388407,2,1
1580286388.3360877,0.97418441,0.97370959,0.97363058,0.97388352,1,2
1580286678.98777699,0.9741788,0.9736882,0.97363335,0.97387907,2,2
1580286976.66337824,0.97417245,0.97366455,0.97363546,0.97387361,2,2
1580287267.35421228,0.97419116,0.97360684,0.97363436,0.9738621,2,2
1580287864.08413053,0.97421449,0.97348451,0.97362928,0.97383463,0,1
1580288174.66931844,0.97421179,0.97344921,0.97362811,0.97382425,1,1
1580288476.11441731,0.97416599,0.97343701,0.97362716,0.97381467,1,1
1580288811.34157872,0.97415825,0.97344075,0.97363533,0.97382351,1,2
1580289106.57663035,0.97412582,0.97345718,0.97364216,0.97382965,2,2
1580289404.18133402,0.9741012,0.9734688,0.97364825,0.97383437,2,1
1580289711.9919672,0.97413649,0.97345151,0.9736576,0.97384557,1,2
1580290007.84796309,0.9741571,0.9734429,0.97366576,0.97385437,2,2
1580290302.25577068,0.97417126,0.97343974,0.97367238,0.97386008,2,1
1580290612.12637377,0.97422978,0.97341522,0.97368322,0.9738742,1,2
1580290912.50716662,0.97428869,0.97340231,0.97369405,0.97388815,2,2
1580291207.39487886,0.97432879,0.97340121,0.97370348,0.9738992,2,2
1580291495.79860187,0.97434269,0.97341031,0.97370955,0.97390355,2,2
1580291784.37440324,0.97434254,0.97340946,0.97371114,0.97389909,2,2
1580292076.6431644,0.97434771,0.97338029,0.97370854,0.97388658,2,2
1580292366.17783046,0.97440878,0.97324422,0.97369689,0.97385652,2,1
1580292679.77435136,0.97441993,0.97319507,0.97369081,0.97383822,1,1
1580292988.64037776,0.9744189,0.9731831,0.97368921,0.97382927,1,2
1580293285.69694185,0.97442113,0.97317387,0.97368566,0.97381675,2,1
1580293598.77918506,0.97442771,0.97320629,0.97368991,0.97382002,1,2
1580293891.68093348,0.97442291,0.97322809,0.97368951,0.97381413,2,2
1580294188.57331228,0.97442328,0.97322672,0.97368695,0.97380417,2,2
1580294487.98690867,0.9744248,0.9732212,0.97368404,0.97379381,2,2
1580294783.85754776,0.97441103,0.97317097,0.97367841,0.97377837,2,1
1580295092.08223152,0.97439095,0.97315405,0.97367706,0.97377176,1,1
1580295403.15411162,0.9743943,0.9731537,0.97368306,0.97377993,1,2
1580295699.8923583,0.97436499,0.97316001,0.97368716,0.97378425,2,1
1580296008.85508895,0.97439908,0.97314492,0.9736985,0.9738029,1,2
1580296306.53681731,0.97442935,0.97313465,0.97370843,0.97381848,2,2
1580296592.54599094,0.97437489,0.97314411,0.97370965,0.97381657,2,2
1580296889.60943007,0.9743082,0.9731538,0.97370867,0.97381043,2,2
1580297189.60943007,0.97424681,0.97316419,0.9737077,0.97380453,2,2
1580297488.07563758,0.97420962,0.97316138,0.97370577,0.97379691,2,1
1580297800.30773091,0.97423305,0.97315695,0.9737112,0.97380409,1,1
1580298104.50977087,0.97429162,0.97315438,0.97371969,0.97381726,1,1
1580298405.8013072,0.97430826,0.97324474,0.973729,0.97383188,1,1
1580298710.70190334,0.97439057,0.97326243,0.97374209,0.97385376,1,1
1580299013.95425272,0.97450701,0.97323899,0.97375789,0.97388067,1,1
1580299317.28160191,0.97464104,0.97322496,0.97377674,0.9739132,1,1
1580299617.66755986,0.9747627,0.9731863,0.97379562,0.97394523,1,1
1580299918.49647927,0.97487636,0.97318264,0.97381492,0.97397757,1,2
1580300814.99903202,0.97504633,0.97337767,0.97386744,0.9740612,0,1
1580301117.44859695,0.97509707,0.97344693,0.97388611,0.97409057,1,2
1580301411.0749321,0.97514617,0.97347283,0.97390282,0.97411565,2,2
1580301709.476897,0.97518127,0.97351973,0.9739188,0.97413895,2,1
1580302015.88267088,0.97524218,0.97352082,0.97393784,0.97416801,1,1
1580302615.25141311,0.97532497,0.97361803,0.97397497,0.97422314,0,2
1580302911.18142724,0.97531149,0.97374951,0.9739921,0.97424733,2,1
1580303220.85084701,0.97531138,0.97389362,0.97401404,0.97428077,1,2
1580303505.23717523,0.97522068,0.97411332,0.97403159,0.97430505,2,1
1580303806.52209353,0.97518031,0.97424869,0.97404938,0.97432956,1,2
1580304094.07329345,0.9751281,0.9743599,0.97406285,0.97434526,2,2
1580304383.81657863,0.97507111,0.97444789,0.97407151,0.97435133,2,2
1580304681.9171102,0.97506069,0.97446431,0.974079,0.9743552,2,2
1580304979.62291026,0.9750814,0.9744286,0.97408516,0.97435656,2,1
1580305283.07861853,0.97509541,0.97438759,0.97409219,0.97435984,1,1
1580305596.76927066,0.9750939,0.9743841,0.97410383,0.97437239,1,1
1580305898.67892957,0.9750912,0.9743818,0.97411603,0.97438602,1,1
1580306206.02096605,0.97510641,0.97438559,0.97413136,0.97440579,1,1
1580306507.95318723,0.97512687,0.97438713,0.97414737,0.97442674,1,2
1580306798.05315733,0.97512928,0.97438972,0.9741599,0.97444059,2,2
1580307095.26329136,0.97512474,0.97438626,0.97417119,0.97445194,2,1
1580307396.3695569,0.97512557,0.97438743,0.97418265,0.97446363,1,1
1580307708.91328192,0.97515943,0.97438557,0.97419943,0.97448584,1,1
1580308009.64041567,0.97518413,0.97437787,0.97421627,0.97450796,1,1
1580308314.75426435,0.97523728,0.97435572,0.97423575,0.9745351,1,1
1580308617.15180683,0.9753044,0.9743286,0.97425643,0.97456431,1,1
1580308918.04931092,0.97537333,0.97430667,0.97427729,0.97459356,1,2
1580309204.41662073,0.97537791,0.97430509,0.97429418,0.97461459,2,2
1580309499.32397008,0.97539261,0.97430539,0.97430914,0.97463167,2,2
1580309795.08517051,0.97539704,0.97430596,0.97432243,0.97464533,2,2
1580310095.68016028,0.97541023,0.97431877,0.97433565,0.97465884,2,1
1580310402.49564028,0.97542375,0.97436625,0.97435098,0.97467654,1,2
1580310698.1957376,0.9754161,0.9744339,0.97436482,0.97469118,2,1
1580311004.22590518,0.9753983,0.9745287,0.97438057,0.97470957,1,1
1580311319.02299619,0.97547073,0.97457227,0.97440472,0.97474449,1,1
1580311620.78925729,0.97557668,0.97456632,0.97442997,0.97478117,1,2
1580311906.49530482,0.97561181,0.97460419,0.97445017,0.9748074,2,1
1580312212.02651477,0.97568891,0.97460209,0.97447373,0.97484005,1,2
1580312507.58455086,0.97573986,0.97461314,0.97449524,0.97486829,2,1
1580312810.64716387,0.97579053,0.97465047,0.9745183,0.97489933,1,2
1580313103.85173392,0.97580014,0.97472186,0.97453853,0.97492446,2,1
1580313412.08790898,0.97585019,0.97477781,0.97456371,0.97495918,1,1
1580313717.33094645,0.97596996,0.97475904,0.97459295,0.97500157,1,2
1580314013.42551064,0.97605211,0.97476889,0.97462021,0.97503955,2,1
1580314315.83613205,0.97614842,0.97475958,0.97464892,0.97507996,1,1
1580314616.08374834,0.97623436,0.97475364,0.97467726,0.97511917,1,1
1580314919.47923279,0.97633856,0.97474044,0.97470781,0.97516234,1,2
1580315218.03206468,0.97641808,0.97476792,0.97473736,0.97520304,2,1
1580315523.37147641,0.97652619,0.97479881,0.97477107,0.97525154,1,1
1580315824.84819245,0.97662049,0.97485851,0.97480571,0.97530129,1,2
1580316097.42132354,0.97660782,0.97497318,0.97482955,0.97532908,2,2
1580316392.35537195,0.97658407,0.97507293,0.97485016,0.97535029,2,1
1580316697.96782064,0.97654697,0.97520803,0.97487352,0.97537695,1,1
1580317002.98255944,0.97652411,0.97533389,0.97489959,0.97540883,1,2
1580317279.55853128,0.97655075,0.97528025,0.97490811,0.97540574,2,2
1580317570.58223939,0.9766948,0.9750362,0.97490359,0.97537728,2,2
1580317867.14418244,0.97686182,0.97475818,0.97489243,0.9753366,2,2
1580318165.40381885,0.977012,0.974459,0.97487773,0.97529007,2,2
1580318465.12169027,0.97712108,0.97420592,0.97486273,0.97524418,2,1
1580318778.41353011,0.97714607,0.97406793,0.97485614,0.97521618,1,2
1580319076.7479229,0.97717491,0.97392709,0.9748475,0.97518495,2,1
1580319379.61620784,0.97716633,0.97380567,0.97484082,0.97515849,1,1
1580319685.53800869,0.97711243,0.97372557,0.97483803,0.97514051,1,2
1580320280.55206633,0.97699516,0.97352584,0.97482223,0.97508626,0,1
1580320596.24951363,0.97690232,0.97350968,0.97482555,0.97508249,1,2
1580320893.97345591,0.97677498,0.97350502,0.97482703,0.97507533,2,1
1580321199.75550199,0.97664815,0.97352585,0.97483322,0.97507787,1,2
1580321490.65574217,0.9764401,0.9735679,0.97483217,0.97506619,2,1
1580321798.73581028,0.97619409,0.97367491,0.97483807,0.97506869,1,2
1580322098.20796704,0.97605281,0.97372619,0.97484345,0.97507031,2,1
1580322398.69942856,0.97593283,0.97377217,0.97484913,0.97507265,1,2
1580322697.72638774,0.97575121,0.97386079,0.97485409,0.97507372,2,2
1580322991.40215755,0.97544538,0.97403762,0.974855,0.97506691,2,2
1580323288.18404865,0.97536545,0.97406355,0.97485372,0.97505605,2,2
1580323584.01639414,0.97536411,0.97406089,0.97484948,0.97503974,2,1
1580323886.0656383,0.97535906,0.97410094,0.97484633,0.97502602,1,2
1580324182.51314068,0.97532702,0.97417498,0.97484085,0.97500814,2,1
1580324483.4715848,0.97527961,0.97426939,0.97483589,0.97499174,1,2
1580324783.12850094,0.97527772,0.97427628,0.97483082,0.97497559,2,1
1580325090.91482997,0.97526654,0.97431846,0.97482882,0.97496596,1,1
1580325393.80417156,0.97526254,0.97435046,0.97482805,0.97495906,1,1
1580325700.07932067,0.97527432,0.97436168,0.97483007,0.97495792,1,1
1580326001.77600169,0.97526905,0.97442095,0.97483284,0.9749584,1,1
1580326303.10883093,0.9752586,0.9744874,0.97483615,0.97496003,1,2
1580327496.8526001,0.97525061,0.97448639,0.97483742,0.97495767,2,2
1580327778.41309714,0.97526887,0.97442313,0.97482975,0.97493776,2,1
1580328087.31288624,0.97523069,0.97441031,0.97482579,0.9749257,1,1
1580328390.91458821,0.9752297,0.9744043,0.9748235,0.97491724,1,2
1580328685.69861197,0.97518874,0.97438926,0.97481848,0.97490362,2,1
1580328995.27546024,0.9751447,0.9744013,0.97481791,0.97489916,1,2
1580329292.42793536,0.9750865,0.9744185,0.97481598,0.97489214,2,2
1580329582.19983077,0.97504237,0.97439463,0.97480813,0.97487362,2,1
1580329889.91087103,0.97502006,0.97438694,0.97480401,0.97486289,1,2
1580330183.71641278,0.97502402,0.97434398,0.97479601,0.97484474,2,1
1580330491.66091108,0.9750235,0.9743405,0.97479213,0.97483514,1,2
1580330788.680022,0.97502258,0.97432342,0.97478654,0.97482239,2,2
1580331086.05005646,0.9750289,0.9743031,0.97477948,0.974807,2,2
1580331382.25062203,0.97504583,0.97425817,0.97477019,0.97478751,2,1
1580331696.0581851,0.97504795,0.97426305,0.97476781,0.97478212,1,1
1580332005.23595428,0.97508237,0.97425263,0.97477181,0.97478949,1,2
1580332288.25781679,0.9750745,0.9742215,0.97476445,0.97477421,2,1
1580332590.31426692,0.97503758,0.97421242,0.97475862,0.97476228,1,2
1580332888.7232554,0.97498754,0.97420646,0.97475171,0.97474847,2,2
1580333186.27271175,0.97492461,0.97420139,0.97474317,0.97473167,2,2
1580333481.86397529,0.97489501,0.97415599,0.97473142,0.97470886,2,1
1580333795.04189467,0.97489791,0.97416209,0.97472763,0.97470223,1,2
1580334089.72674847,0.9748889,0.9741431,0.97472015,0.97468842,2,2
1580334376.78821397,0.97496745,0.97396455,0.97470015,0.97465005,2,2
1580334668.77768207,0.97517908,0.97360192,0.97466767,0.9745877,2,2
1580334965.04091024,0.97535844,0.97320756,0.97462752,0.97451132,2,1
1580335275.30799294,0.9753863,0.9730087,0.97459549,0.97445244,1,1
1580335578.91073465,0.97540154,0.97286646,0.97456687,0.97440137,1,1
1580335885.56071091,0.97536001,0.97278999,0.97454416,0.97436288,1,2
1580336183.70162106,0.97533781,0.97270319,0.97451972,0.97432159,2,1
1580336484.24833131,0.97527888,0.97263512,0.97449616,0.9742827,1,1
1580336789.27237391,0.97521702,0.97259698,0.97447663,0.9742524,1,1
1580337097.36055112,0.97516547,0.97258953,0.97446402,0.97423623,1,1
1580337399.5976665,0.97513214,0.97258586,0.97445365,0.97422461,1,1
1580337700.07175708,0.97504639,0.97260261,0.97444387,0.97421424,1,2
1580337992.24791002,0.97486405,0.97265695,0.97442894,0.97419368,2,1
1580338296.652282,0.97479818,0.97266782,0.97441748,0.9741802,1,1
1580338601.93793344,0.97473508,0.97268992,0.9744104,0.97417549,1,2
1580338897.4617877,0.97466503,0.97271097,0.97440069,0.97416547,2,1
1580339203.92966819,0.97464169,0.97272031,0.97439632,0.97416604,1,2
1580339498.07623816,0.97462168,0.97272532,0.97438847,0.97415953,2,2
1580339794.1003623,0.97450725,0.97277275,0.9743782,0.97414817,2,2
1580340092.85693145,0.97442382,0.97280418,0.97436735,0.97413569,2,1
1580340395.23946929,0.97444202,0.97280498,0.97435809,0.97412645,1,2
1580340693.39053583,0.97444433,0.97288167,0.97434803,0.97411561,2,2
1580341286.93928981,0.97428301,0.97320899,0.97432086,0.9740802,0,2
1580341584.45540285,0.97423732,0.97329868,0.97430639,0.97406098,2,1
1580341886.0710566,0.97422524,0.97333076,0.9742928,0.97404368,1,2
1580342180.18078661,0.97420528,0.97336572,0.9742763,0.97402079,2,2
1580342467.62299919,0.97429685,0.97323315,0.97424945,0.97397763,2,1
1580342778.10551715,0.97433524,0.97315776,0.97422748,0.97394478,1,1
1580343380.50092125,0.97434407,0.97300593,0.97418621,0.97388561,0,1
1580343971.14779615,0.97439395,0.97276105,0.9741338,0.9738059,0,1
1580344271.73009992,0.97439656,0.97265444,0.97410759,0.97376685,1,1
1580344577.14091039,0.97434294,0.97259206,0.97408367,0.97373285,1,1
1580344893.27983117,0.97428859,0.97257841,0.97406697,0.97371352,1,2
1580345186.49208379,0.97417506,0.97257794,0.97404663,0.97368711,2,2
1580345486.49208379,0.97408571,0.97257129,0.9740267,0.97366174,2,2
1580345785.7640295,0.97401163,0.97256037,0.97400676,0.97363657,2,2
1580346088.94754052,0.97393422,0.97256278,0.97398841,0.97361474,2,1
1580346402.86216974,0.97384701,0.97260099,0.97397696,0.97360671,1,2
1580346696.12509155,0.97374816,0.97264084,0.97396276,0.97359312,2,2
1580346990.89221287,0.9736815,0.9726555,0.97394627,0.97357496,2,1
1580347300.98265839,0.97362974,0.97268126,0.97393545,0.97356809,1,2
1580347591.8846128,0.97356446,0.97270354,0.9739201,0.97355209,2,2
1580348490.83308506,0.97342588,0.97278112,0.97387408,0.97350436,0,1
1580348794.92486715,0.9734324,0.9727816,0.97386093,0.97349281,1,2
1580349089.07136798,0.97342805,0.97277895,0.97384567,0.97347702,2,1
1580349388.59085751,0.97342022,0.97277578,0.97383051,0.97346145,1,1
1580349692.31055546,0.97341945,0.97280055,0.97381683,0.97344884,1,1
1580349993.57984781,0.97340322,0.97285278,0.97380383,0.97343751,1,2
1580350284.6057663,0.97337923,0.97289577,0.97378791,0.97342036,2,1
1580350584.6057663,0.97336797,0.97291703,0.97377231,0.97340387,1,2
1580350878.23386335,0.97337383,0.97287417,0.97375444,0.97338294,2,2
1580351174.87921619,0.97339906,0.97282394,0.97373534,0.97335968,2,2
1580351471.47209358,0.9734327,0.9727563,0.97371484,0.97333381,2,2
1580352368.14234829,0.97346813,0.97254987,0.97364991,0.97325082,0,1
1580352678.34040713,0.9734445,0.9725165,0.97363091,0.97322883,1,2
1580352975.67867041,0.97343726,0.97247474,0.97361128,0.97320574,2,1
1580353281.15840316,0.97336916,0.97247184,0.97359304,0.97318551,1,2
1580353580.49972224,0.9733427,0.9724503,0.97357496,0.97316569,2,2
1580353875.47784996,0.97332051,0.97241949,0.97355565,0.97314351,2,2
1580354478.03061628,0.97325548,0.97238252,0.97351897,0.97310325,0,1
1580354787.37519813,0.9731937,0.9723923,0.97350255,0.97308705,1,2
1580355085.48630786,0.97315172,0.97239228,0.97348606,0.97307069,2,1
1580355398.77891088,0.97311025,0.97240475,0.97347228,0.97305968,1,2
1580355684.85672712,0.97304155,0.97242245,0.9734556,0.97304283,2,1
1580355997.35892391,0.97295426,0.97247174,0.97344222,0.97303253,1,2
1580356293.43980026,0.97290213,0.97249687,0.97342812,0.97302066,2,1
1580356598.0008564,0.97284455,0.97253345,0.97341548,0.97301162,1,1
1580356900.22228432,0.97283159,0.97254141,0.97340369,0.9730041,1,2
1580357192.34295154,0.97282225,0.97254475,0.97339035,0.97299335,2,2
1580357489.92915487,0.97282225,0.97254475,0.97337668,0.97298185,2,1
1580357790.92296958,0.9728227,0.9725553,0.97336348,0.97297119,1,2
1580358083.56084967,0.9728213,0.9725587,0.97334876,0.97295742,2,2
1580358377.62558889,0.97283034,0.97254266,0.97333254,0.97294065,2,2
1580358674.22466469,0.97284749,0.97250351,0.97331546,0.9729222,2,1
1580358993.41171718,0.97284824,0.97250576,0.97330268,0.97291231,1,2
1580359285.67606688,0.97284978,0.97249022,0.97328778,0.9728981,2,2
1580359585.07323384,0.97285137,0.97247463,0.97327297,0.97288406,2,2
1580359886.93059421,0.97285282,0.97246918,0.97325885,0.97287135,2,2
1580360184.0875988,0.97285684,0.97245516,0.97324422,0.97285757,2,2
1580360472.81657362,0.97289162,0.97238938,0.97322572,0.9728361,2,1
1580360777.80199122,0.97290188,0.97234612,0.97320858,0.97281743,1,1
1580361082.63683987,0.97290302,0.97231898,0.97319277,0.97280145,1,1
1580361697.09062004,0.9728776,0.9723144,0.97316797,0.97278293,0,2
1580361991.77365279,0.97285319,0.97231281,0.97315514,0.97277262,2,1
1580362297.7313385,0.97283836,0.97231464,0.97314414,0.97276585,1,2
1580362596.06104279,0.97280893,0.97232307,0.97313297,0.97275856,2,2
1580362884.67985511,0.97276685,0.97232515,0.97311885,0.97274528,2,2
1580363178.79637909,0.97275167,0.97229833,0.97310284,0.97272821,2,2
1580363468.86570072,0.97278855,0.97219545,0.97308179,0.97270122,2,2
1580363768.57348728,0.97279933,0.97211667,0.97306096,0.9726749,2,1
1580364068.57348728,0.97280851,0.97204849,0.97304055,0.97264961,1,2
1580364367.19363213,0.97282327,0.97197973,0.97301974,0.97262374,2,1
1580364681.10063481,0.97282101,0.97194799,0.97300213,0.97260438,1,1
1580364989.08999944,0.9727833,0.9719417,0.97298684,0.9725897,1,2
1580365279.06790805,0.97277176,0.97190124,0.97296789,0.97256775,2,1
1580365579.86970401,0.9727545,0.9718685,0.97294951,0.97254706,1,1
1580365886.28392363,0.97272459,0.97185441,0.97293309,0.97253031,1,1
1580366194.01708961,0.97269754,0.97185246,0.97291917,0.97251853,1,1
1580366496.61441636,0.97269524,0.97185076,0.97290631,0.97250879,1,1
1580366800.4346509,0.9726927,0.9718503,0.9728949,0.97250177,1,2
1580367095.03448796,0.97268038,0.97184762,0.97288233,0.97249229,2,2
1580367394.26153803,0.9726481,0.9718519,0.97286981,0.97248279,2,2
1580367685.72930932,0.97259595,0.97185805,0.97285516,0.97246896,2,2
1580367981.01646662,0.97255423,0.97185277,0.97283921,0.97245253,2,2
1580368279.33299446,0.97248262,0.97186638,0.97282299,0.97243556,2,1
1580368581.46598339,0.97239801,0.97189699,0.97280749,0.97242005,1,2
1580368880.12546778,0.97235011,0.97190489,0.97279189,0.97240436,2,1
1580369185.96547866,0.97232281,0.97190819,0.9727776,0.97239125,1,1
1580369495.03169394,0.97232666,0.97191634,0.97276537,0.97238218,1,2
1580369785.34358501,0.97232631,0.97191769,0.972751,0.97236876,2,2
1580370075.31227875,0.97234478,0.97188222,0.97273336,0.97234881,2,1
1580370391.29670739,0.97234275,0.97189125,0.97272003,0.97233749,1,1
1580370692.64128137,0.97234073,0.97188827,0.97270735,0.97232739,1,2
1580370989.3847909,0.97232707,0.97188193,0.97269394,0.97231573,2,1
1580371292.48857093,0.97232707,0.97188593,0.97268158,0.97230609,1,2
1580371590.98655844,0.97232701,0.97188699,0.97266908,0.97229605,2,1
1580371902.54404807,0.97233602,0.97188698,0.97265999,0.97229267,1,1
1580372208.98494196,0.97235535,0.97187765,0.97265345,0.97229414,1,2
1580372507.1454308,0.97236306,0.97187394,0.97264665,0.97229476,2,2
1580372804.26663756,0.97235276,0.97187924,0.97263939,0.97229418,2,1
1580373107.3956182,0.97236652,0.97187248,0.97263326,0.97229558,1,2
1580373400.40027046,0.97236811,0.97187189,0.97262587,0.97229419,2,2
1580373699.41750145,0.97238051,0.97187149,0.97261843,0.97229246,2,1
1580374011.04560065,0.97242901,0.97186099,0.9726147,0.97229785,1,2
1580374301.64815617,0.97244932,0.97187168,0.97260906,0.97229911,2,1
1580374600.75323939,0.97246574,0.97188326,0.97260334,0.97229993,1,2
1580374897.92781425,0.97247433,0.97190167,0.97259713,0.97229954,2,2
1580375191.69485831,0.97247689,0.97191411,0.97258966,0.97229642,2,2
1580375482.41777825,0.97247679,0.97190721,0.97257977,0.97228833,2,1
1580375789.72628188,0.97247493,0.97192207,0.97257166,0.97228369,1,2
1580376081.57419658,0.97244874,0.97196626,0.97256113,0.97227413,2,2
1580376376.12268949,0.97246382,0.97193818,0.97254863,0.97226063,2,2
1580376660.22904277,0.97264314,0.97167786,0.97252331,0.97222179,2,1
